iic_power_vs_random,iic_power_vs_not_in_largest_mcs,iic_power_vs_weakening
0.9895561357702349,0.9702602230483272,0.9197274881516587
1.0,0.9939024390243902,1.0
0.9986970684039088,0.9970631424375918,0.9954682779456193
0.9614243323442137,0.9453781512605042,0.0
0.9525547445255474,0.5,0.9415292353823088
0.9905109489051095,0.975609756097561,0.8354430379746836
0.9720670391061452,0.9212598425196851,0.9212598425196851
0.673202614379085,0.4745254745254745,0.6511627906976745
0.9382064807837227,0.8666666666666667,0.5909090909090909
0.8147468818782099,0.8147468818782099,1.0
0.9919554455445545,0.8354430379746836,0.7377232142857143
1.0,0.9948776323278316,0.9912868632707775
0.8599221789883269,0.7567567567567568,0.7116883116883117
0.9727722772277227,0.5,0.8552631578947368
0.9669631512071156,0.9525547445255474,0.47132429614181437
0.8555166374781086,0.8402889245585875,0.8268921095008052
0.9900579950289975,0.9040959040959041,0.7317322432294328
0.9943382873319179,0.9884615384615385,0.9917184265010351
0.9923224568138196,0.9934518241347053,0.980058651026393
0.9807692307692307,0.9842602308499475,0.9790356394129979
0.9718826405867971,0.7666151468315301,0.7365384615384616
0.8235522736105714,0.7942908926144087,0.7767944936086529
0.995768688293371,0.8789571694599627,0.5
0.9957081545064378,0.9904921700223713,0.9905013192612138
0.8058659217877095,0.5587301587301587,0.8921568627450981
0.9994714587737844,0.9972789115646259,0.9950124688279302
1.0,0.5,0.5
1.0,0.9889655172413793,0.9873949579831933
0.9790697674418605,1.0,0.4067547723935389
1.0,0.7635878626208736,0.937799043062201
0.9966914805624483,0.9911894273127754,0.9911894273127754
0.9945438011518642,0.9920424403183024,0.9918667699457785
1.0,0.7801217038539554,0.968511934992382
0.9261083743842364,0.5257731958762887,0.33198081888601993
1.0,0.9509433962264151,0.6241184767277856
0.9849272349272349,0.9822294022617124,0.9808008776741635
1.0,0.9880834160873883,0.5
0.9836674090571641,0.9863713798977853,0.9846977811782709
0.8272980501392758,0.6001564945226917,0.7144754316069057
0.8877118644067796,0.4780793319415449,0.4780793319415449
0.9562043795620438,0.9166666666666666,0.8708133971291866
0.9962264150943396,0.9886792452830189,0.9883833494675702
0.8447701532311792,0.8340836012861736,0.05250596658711217
0.9772727272727273,0.9653846153846154,0.9772727272727273
1.0,1.0,0.7520107238605898
0.9871726349545697,0.9853326348873755,0.9845047039291643
1.0,1.0,0.9924242424242424
0.8716483516483516,0.5,0.6434010152284264
0.9895470383275261,0.9980340760157274,0.8916797488226059
0.9193684804059769,0.9157955865272939,0.8924930491195552
0.9948320413436692,0.5,0.5
0.7318355640535373,0.7865540044085232,0.7577147623019183
0.9804287045666356,0.983127109111361,0.9913366336633663
0.9964559952746603,0.9938271604938271,0.994408201304753
0.9926620464737057,0.9917081260364843,0.9939872228485531
0.9943040227839088,0.9906103286384976,0.9986431478968792
0.9960218796618597,0.9971761383692199,0.9790419161676647
0.9883040935672515,0.77796514896009,0.7866666666666666
0.9941706412294647,0.9061287820015516,0.9061287820015516
0.9969278033794163,0.9937694704049844,0.9948717948717949
0.9996936274509803,0.996600291403594,0.9965034965034965
0.8266666666666667,0.8979591836734694,0.5318704284221526
0.9065204847085978,0.8803418803418803,0.8803418803418803
1.0,1.0,0.9970631424375918
0.9976387249114522,0.9911699779249448,0.996166746526114
0.7936670071501533,0.821917808219178,0.46153846153846156
0.994088669950739,1.0,0.5
0.7666666666666667,0.47643979057591623,0.47643979057591623
0.8435754189944135,0.5778894472361809,0.0
1.0,0.5,0.5196304849884527
0.9888641425389755,0.9626865671641791,0.9502487562189055
0.9974284795885567,0.9955106621773289,0.9895652173913043
0.8620689655172413,0.84,0.84
0.9863481228668942,0.9521754764473211,0.9798270893371758
0.9840455840455841,0.9498207885304659,1.0
0.9993777224642191,0.9986522911051213,0.9929428369795342
1.0,0.9974683544303797,0.9816063764561619
0.9957337883959044,0.9918283963227783,0.991578947368421
0.6138613861386139,0.9357933579335793,0.9108433734939759
0.9975716367168529,0.9843505477308294,0.9881613022567518
1.0,1.0,0.6779026217228464
0.9983127109111362,0.9919903884661594,0.991617770326907
0.9948186528497409,0.9938623410784744,0.9859278803869833
0.8809523809523809,0.8414634146341463,0.7479892761394102
0.9970951343500363,0.997920997920998,0.9908295122967903
0.8348235294117647,0.8931484502446982,0.8297350343473994
0.9943204868154158,0.9876473891072431,0.988659793814433
0.9990743597655045,0.9844559585492227,0.9844559585492227
0.9970770917062477,0.997457627118644,0.9973544973544973
0.5,0.5,0.9893428063943162
1.0,1.0,1.0
0.9473684210526315,0.6578512396694215,0.6578512396694215
0.9877216916780355,0.983814215341309,0.985702614379085
0.9829674489023467,0.9828597203428056,0.9793330201972757
0.772189349112426,1.0,0.7893617021276595
0.9900763358778626,0.5,0.7886397608370702
1.0,0.9642857142857143,0.9950380416804498
0.9929266136162688,0.9929266136162688,0.9924874791318865
0.9545454545454546,0.8177506775067751,0.8177506775067751
0.9816810344827587,0.8308571428571428,0.8308571428571428
